;Face_hash;Face_path;Image_hash;Image_path;date_taken;geotag;cluster_birch;cluster_optics;cluster_agglo;cluster_spec_clust;cluster_mean_shift;cluster_aff;cluster_kmeans;cluster_DBSCAN
361;096630203e482a6f471d18e5e62cf62aad24774f04364b1e2f733e8aa7a48ad9;/mnt/kokdata/Study/face_recognition/stock/tmp/8_20170720-G20-GettyImages-810201676.jpg;096630203e482a6f471d18e5e62cf62aad24774f04364b1e2f733e8aa7a48ad9;/mnt/kokdata/Study/face_recognition/stock/20170720-G20-GettyImages-810201676.jpg;2017:07:07 13:09:00;;0;15;4;9;0;29;9;-1
362;096630203e482a6f471d18e5e62cf62aad24774f04364b1e2f733e8aa7a48ad9;/mnt/kokdata/Study/face_recognition/stock/tmp/9_20170720-G20-GettyImages-810201676.jpg;096630203e482a6f471d18e5e62cf62aad24774f04364b1e2f733e8aa7a48ad9;/mnt/kokdata/Study/face_recognition/stock/20170720-G20-GettyImages-810201676.jpg;2017:07:07 13:09:00;;0;2;0;5;0;33;3;-1
363;096630203e482a6f471d18e5e62cf62aad24774f04364b1e2f733e8aa7a48ad9;/mnt/kokdata/Study/face_recognition/stock/tmp/10_20170720-G20-GettyImages-810201676.jpg;096630203e482a6f471d18e5e62cf62aad24774f04364b1e2f733e8aa7a48ad9;/mnt/kokdata/Study/face_recognition/stock/20170720-G20-GettyImages-810201676.jpg;2017:07:07 13:09:00;;3;18;1;8;0;32;0;-1
364;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/0_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;3;4;1;5;0;49;3;-1
365;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/1_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;1;-1;2;2;0;11;4;-1
366;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/2_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;0;-1;1;0;0;22;7;-1
367;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/3_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;3;-1;1;8;0;13;7;-1
368;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/4_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;3;-1;1;5;0;43;7;-1
369;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/5_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;1;-1;2;1;0;37;2;-1
370;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/6_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;3;17;6;6;0;44;8;-1
371;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/7_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;1;8;2;2;0;48;4;-1
372;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/8_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;1;10;2;2;0;0;4;-1
373;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/9_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;7;-1;5;1;0;1;2;-1
374;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/10_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;3;19;6;6;0;5;8;-1
375;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/11_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;4;-1;9;4;0;17;5;-1
376;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/12_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;0;15;4;9;0;29;9;-1
377;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/tmp/13_1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;ef199576fabe57fd77554de0345713a973459590e39190f3bea21c241dd16acd;/mnt/kokdata/Study/face_recognition/stock/1196px-Cumbre_de_Líderes_del_G20_(35741193546).jpg;;;0;-1;4;5;0;34;9;-1
378;c78f015986fe3cfc576f0f6d2ed95b17f6ad80d0320a3287e253428e992f2ea5;/mnt/kokdata/Study/face_recognition/stock/tmp/0_KMO_159579_00079_1_t218_175243.jpg;c78f015986fe3cfc576f0f6d2ed95b17f6ad80d0320a3287e253428e992f2ea5;/mnt/kokdata/Study/face_recognition/stock/KMO_159579_00079_1_t218_175243.jpg;;;7;13;5;1;0;30;2;-1
379;c78f015986fe3cfc576f0f6d2ed95b17f6ad80d0320a3287e253428e992f2ea5;/mnt/kokdata/Study/face_recognition/stock/tmp/1_KMO_159579_00079_1_t218_175243.jpg;c78f015986fe3cfc576f0f6d2ed95b17f6ad80d0320a3287e253428e992f2ea5;/mnt/kokdata/Study/face_recognition/stock/KMO_159579_00079_1_t218_175243.jpg;;;7;14;5;1;0;28;2;-1
380;c78f015986fe3cfc576f0f6d2ed95b17f6ad80d0320a3287e253428e992f2ea5;/mnt/kokdata/Study/face_recognition/stock/tmp/2_KMO_159579_00079_1_t218_175243.jpg;c78f015986fe3cfc576f0f6d2ed95b17f6ad80d0320a3287e253428e992f2ea5;/mnt/kokdata/Study/face_recognition/stock/KMO_159579_00079_1_t218_175243.jpg;;;0;15;4;9;0;29;9;-1
381;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/0_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;3;-1;0;5;0;10;0;-1
382;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/1_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;3;-1;0;5;0;10;3;-1
383;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/2_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;3;-1;0;8;0;9;7;-1
384;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/3_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;1;6;2;2;0;45;4;-1
385;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/4_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;5;16;8;7;0;26;0;-1
386;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/5_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;3;-1;0;8;0;20;3;-1
387;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/6_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;0;-1;1;0;0;16;1;-1
388;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/7_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;0;-1;4;9;0;29;9;-1
389;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/tmp/8_358868_original.jpg;99a5833f3a68e7ed56535598059d5c2bdded142deb381216fd66408118468c65;/mnt/kokdata/Study/face_recognition/stock/358868_original.jpg;;;0;-1;3;9;0;42;9;-1
