;Face_hash;Face_path;Image_hash;Image_path;date_taken;geotag;cluster_birch;cluster_optics;cluster_agglo;cluster_spec_clust;cluster_mean_shift;cluster_aff;cluster_kmeans;cluster_DBSCAN
0;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/0_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;-1;1;8;0;14;7;-1
1;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/1_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;1;10;2;2;0;0;4;-1
2;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/2_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;0;-1;3;0;0;40;1;-1
3;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/3_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;0;2;0;5;0;33;3;-1
4;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/4_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;-1;1;8;0;13;7;-1
5;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/5_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;7;-1;5;1;0;1;2;-1
6;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/6_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;7;14;5;1;0;28;2;-1
7;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/7_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;0;0;8;0;50;3;-1
8;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/8_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;7;-1;5;1;0;12;2;-1
9;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/9_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;1;-1;2;2;0;38;4;-1
10;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/10_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;7;-1;5;1;0;31;2;-1
11;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/11_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;-1;5;2;0;48;4;-1
12;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/12_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;7;-1;5;1;0;30;2;-1
13;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/13_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;9;7;3;0;21;6;1
14;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/14_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;0;-1;3;9;0;24;9;-1
15;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/15_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;3;0;8;0;9;7;-1
16;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/16_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;1;5;2;2;0;11;4;0
17;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/17_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;5;16;8;7;0;26;0;-1
18;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/18_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;7;-1;5;1;0;31;2;-1
19;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/19_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;-1;1;8;0;18;1;-1
20;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/20_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;4;21;9;4;0;17;5;-1
21;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/21_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;-1;2;0;0;48;1;-1
22;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/22_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;-1;1;8;0;14;3;-1
23;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/23_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;-1;1;7;0;18;1;-1
24;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/24_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;0;11;1;0;0;19;1;-1
25;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/25_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;1;7;2;2;0;46;4;-1
26;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/26_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;3;8;2;2;0;48;4;-1
27;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/27_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;1;-1;2;2;0;38;4;-1
28;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/28_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;7;-1;5;1;0;28;2;-1
29;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/29_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;1;-1;2;1;0;37;2;-1
30;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/tmp/30_GettyImages-810323008_edited.jpg;0a694b86c061f39b4e76ced08c02eb9ea3240504ba5fa54ce705519f0749e9f9;/mnt/kokdata/Study/face_recognition/stock/GettyImages-810323008_edited.jpg;;;4;-1;3;4;0;2;5;-1
31;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/0_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;9;-1;0;8;0;3;0;-1
32;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/1_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;3;9;7;3;0;21;6;-1
33;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/2_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;2;-1;1;0;0;4;1;-1
34;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/3_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;0;-1;3;0;0;34;1;-1
35;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/4_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;3;-1;1;8;0;36;7;-1
36;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/5_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;3;-1;1;7;0;4;0;-1
37;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/6_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;5;-1;1;0;0;4;0;-1
38;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/7_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;7;-1;5;1;0;30;2;-1
39;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/tmp/8_family_photo_g7.jpg;ebf6c37d211ca375286b49475f75ced44f5b20960b535835336a4861c4af1593;/mnt/kokdata/Study/face_recognition/stock/family_photo_g7.jpg;;;3;-1;0;5;0;10;3;-1
40;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/0_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;3;-1;1;8;0;13;7;-1
41;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/1_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;3;0;0;8;0;50;3;-1
42;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/2_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;3;17;6;6;0;44;8;-1
43;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/3_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;4;-1;9;4;0;17;5;-1
44;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/4_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;3;9;7;3;0;21;6;1
45;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/5_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;1;5;2;2;0;11;4;0
46;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/6_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;3;19;6;6;0;5;8;-1
47;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/7_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;7;14;5;1;0;28;2;-1
48;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/8_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;0;-1;1;0;0;15;7;-1
49;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/9_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;3;-1;0;8;0;20;3;-1
50;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/tmp/10_g20.jpg;caefb4037e10e2270090022190ce2173bf000dae81489531a892d55edb1f2682;/mnt/kokdata/Study/face_recognition/stock/g20.jpg;;;3;20;1;0;0;6;7;-1
51;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/0_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;5;-1;1;5;0;32;0;-1
52;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/1_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;9;-1;0;8;0;3;3;-1
53;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/2_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;3;-1;1;8;0;36;7;-1
54;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/3_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;3;9;7;3;0;21;6;-1
55;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/4_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;3;-1;1;6;0;44;7;-1
56;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/5_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;1;5;2;2;0;11;4;0
57;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/6_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;3;-1;1;5;0;40;3;-1
58;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/7_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;1;7;2;2;0;46;4;-1
59;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/8_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;0;11;1;0;0;19;1;-1
60;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/9_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;0;12;3;0;0;27;9;-1
61;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/10_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;1;6;2;2;0;45;4;-1
62;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/11_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;7;-1;2;1;0;37;2;-1
63;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/12_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;7;-1;5;1;0;12;2;-1
64;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/13_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;1;10;2;2;0;0;4;-1
65;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/14_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;5;-1;1;7;0;4;0;-1
66;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/15_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;2;-1;1;0;0;4;0;-1
67;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/tmp/16_1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;c0eea946fc51bedfd3fb05b226a99afcd619b74f4e8e6047edf0e3abc2ebe7de;/mnt/kokdata/Study/face_recognition/stock/1030060176_972_0_5499_2845_1920x0_80_0_0_c0807ff00a35fbb74444315532474fb0.jpg;;;3;1;0;7;0;51;3;-1
